Age,BusinessTravel,Department,EducationField,EnvironmentSatisfaction,Gender,JobInvolvement,JobSatisfaction,MaritalStatus,MonthlyIncome,OverTime,PerformanceRating,RelationshipSatisfaction,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,JobLevel_updated
31,Travel_Rarely,Marketing,Bachelors,3,Female,2,1,Married,2393,Yes,3,3,3,4,2,1,1,1,1,L1
30,Travel_Frequently,Corporate Functions,Masters,3,Female,2,1,Married,2474,Yes,5,3,3,4,3,1,1,1,1,L1
41,Travel_Frequently,Sales,Masters,3,Female,3,2,Single,13551,Yes,3,3,20,2,3,5,1,1,2,L3
46,Travel_Rarely,Sales,Doctorate,3,Female,2,2,Married,10060,No,3,2,16,2,2,5,4,1,3,L3
33,Travel_Frequently,Sales,Masters,3,Male,3,4,Divorced,7725,No,4,3,15,2,1,5,4,2,3,L2
36,Travel_Rarely,HR,Bachelors,1,Male,2,3,Married,6125,No,3,3,13,1,2,5,4,1,4,L2
39,Travel_Rarely,Sales,Bachelors,3,Female,2,3,Married,10779,No,3,1,15,2,2,5,4,1,4,L3
33,Travel_Rarely,Corporate Functions,Masters,3,Female,2,3,Married,15602,No,3,2,13,2,2,5,3,1,3,L4
53,Travel_Rarely,Delivery,Doctorate,4,Female,3,1,Single,8381,No,4,4,18,2,4,5,3,3,4,L2
31,Travel_Rarely,Corporate Functions,Masters,1,Male,2,1,Married,2291,No,5,3,5,3,2,1,1,1,1,L1
40,Travel_Rarely,HR,Masters,3,Female,2,2,Divorced,10846,No,3,3,19,3,3,5,2,1,2,L3
30,Travel_Frequently,Corporate Functions,Bachelors,2,Male,1,3,Married,1260,Yes,3,2,1,3,2,1,1,1,1,L1
23,Travel_Rarely,Sales,Bachelors,1,Female,2,2,Single,2327,Yes,3,2,2,2,3,1,1,1,1,L1
24,Travel_Frequently,Sales,Masters,1,Female,3,3,Married,2886,Yes,3,4,6,4,3,3,2,1,1,L1
49,Travel_Rarely,Delivery,Masters,3,Female,3,2,Married,12304,No,3,1,18,2,1,5,4,3,4,L3
51,Travel_Rarely,Marketing,Diploma,3,Male,3,2,Married,19446,No,3,2,30,4,2,5,2,2,3,L5
36,Travel_Rarely,Sales,Diploma,2,Female,2,4,Married,10827,No,3,1,14,3,2,5,4,2,4,L3
34,Travel_Rarely,HR,Bachelors,3,Male,1,1,Married,4422,No,3,2,13,2,3,5,4,1,3,L2
31,Travel_Rarely,HR,Diploma,2,Male,2,2,Married,9762,No,4,3,7,3,2,1,1,1,1,L2
26,Travel_Rarely,HR,Bachelors,3,Male,1,4,Single,2340,Yes,4,2,1,3,1,1,1,1,1,L1
34,Travel_Rarely,Corporate Functions,Diploma,3,Male,2,2,Single,8225,No,3,3,15,4,3,5,3,1,4,L3
30,Travel_Rarely,HR,Doctorate,2,Male,2,4,Divorced,12579,No,3,1,12,2,2,5,3,1,3,L3
31,Travel_Rarely,Sales,Bachelors,3,Male,3,3,Single,1932,No,3,2,12,3,3,5,3,2,2,L1
37,Non-Travel,HR,Doctorate,2,Female,3,3,Married,4449,Yes,3,1,15,2,3,5,4,4,3,L2
46,Travel_Rarely,Marketing,Bachelors,3,Male,2,3,Married,6059,No,3,1,14,2,2,5,4,2,4,L2
36,Travel_Rarely,Sales,Bachelors,3,Male,2,3,Married,17233,No,3,4,13,1,3,5,3,3,1,L4
43,Travel_Rarely,Corporate Functions,Diploma,2,Male,2,4,Married,18812,No,3,2,23,2,2,5,2,3,2,L5
45,Travel_Rarely,Sales,Doctorate,3,Male,2,2,Married,18843,No,3,2,25,2,2,5,2,1,3,L5
39,Non-Travel,HR,Diploma,3,Male,3,3,Married,6314,No,3,3,14,2,3,5,2,1,3,L2
40,Travel_Frequently,Marketing,Diploma,3,Male,2,2,Single,4720,No,3,1,15,3,3,5,4,2,2,L2
34,Travel_Rarely,Product,Masters,3,Male,2,1,Single,2477,Yes,3,1,4,1,3,2,1,1,1,L1
32,Travel_Rarely,HR,Masters,3,Female,2,2,Married,5228,Yes,3,4,13,2,3,5,5,4,4,L2
31,Travel_Rarely,HR,Masters,2,Male,2,3,Married,6474,No,3,1,12,2,2,5,3,1,2,L2
34,Travel_Rarely,HR,Bachelors,3,Male,2,2,Single,8321,No,3,3,13,4,3,5,3,2,4,L3
52,Travel_Rarely,Sales,Bachelors,3,Male,2,2,Married,4941,No,4,1,11,3,2,3,1,3,3,L2
36,Travel_Rarely,Product,Diploma,1,Male,3,1,Single,5870,No,3,4,15,2,2,5,3,2,4,L2
40,Travel_Rarely,Corporate Functions,Masters,3,Female,3,1,Married,13426,No,3,2,16,3,3,5,3,2,3,L3
32,Travel_Rarely,Sales,Doctorate,4,Male,2,3,Married,5484,No,3,3,13,3,2,5,3,2,3,L2
34,Travel_Rarely,Marketing,Masters,2,Male,1,3,Single,6729,No,3,2,14,3,3,5,3,4,3,L2
39,Travel_Frequently,Corporate Functions,Doctorate,3,Male,2,1,Married,9848,No,5,3,13,2,2,4,4,3,1,L3
30,Travel_Rarely,Sales,Bachelors,3,Female,2,1,Single,7252,No,5,1,10,2,1,4,3,1,4,L2
45,Travel_Rarely,HR,Bachelors,1,Male,2,3,Married,5346,Yes,3,3,20,2,2,1,1,1,1,L2
49,Travel_Rarely,Product,Bachelors,2,Female,2,2,Married,19167,No,3,3,26,2,2,5,2,1,2,L5
42,Travel_Frequently,Delivery,Masters,1,Male,2,1,Married,2390,Yes,5,3,9,3,3,1,1,1,1,L1
51,Travel_Rarely,Sales,Bachelors,2,Female,2,2,Married,7522,No,3,1,28,2,3,5,3,2,4,L3
34,Travel_Rarely,Delivery,Diploma,3,Male,2,2,Single,3740,Yes,5,4,4,2,1,2,1,1,1,L1
36,Travel_Rarely,Delivery,Masters,3,Male,2,4,Single,9033,No,3,2,14,2,2,5,3,3,3,L3
49,Travel_Rarely,Sales,Doctorate,2,Male,3,2,Married,2271,No,5,3,12,3,1,3,3,2,3,L1
31,Travel_Rarely,HR,Bachelors,2,Female,3,1,Married,4306,No,3,2,13,5,1,5,4,2,5,L2
24,Travel_Rarely,Corporate Functions,Bachelors,1,Male,3,2,Married,2808,Yes,5,4,5,3,3,2,1,1,1,L1
30,Travel_Rarely,Product,Masters,2,Female,2,1,Single,7823,No,5,1,11,2,1,3,2,1,3,L3
31,Travel_Rarely,Corporate Functions,Doctorate,2,Female,2,1,Married,4334,No,3,2,12,5,1,5,4,1,4,L2
48,Travel_Rarely,Marketing,Doctorate,3,Male,3,1,Married,6487,No,3,3,15,2,2,5,4,2,4,L2
32,Travel_Rarely,HR,Doctorate,3,Female,2,3,Married,6537,No,3,3,12,2,3,5,4,2,3,L2
36,Travel_Rarely,Marketing,Masters,3,Male,3,4,Married,6493,No,3,1,14,2,1,5,3,2,4,L2
31,Travel_Rarely,Corporate Functions,Masters,2,Female,3,3,Single,2574,Yes,4,2,7,2,1,2,2,1,2,L1
35,Travel_Rarely,Sales,Diploma,2,Male,1,2,Married,10062,No,4,3,9,2,2,1,1,1,1,L2
40,Travel_Rarely,Sales,Bachelors,3,Male,2,3,Married,6380,Yes,3,1,8,6,3,3,2,1,1,L2
45,Travel_Frequently,Product,Bachelors,2,Female,2,1,Single,5085,Yes,5,1,6,2,2,2,2,1,1,L1
36,Travel_Frequently,Marketing,Bachelors,1,Male,2,4,Married,9699,No,3,1,16,2,3,5,4,1,5,L3
47,Travel_Rarely,Corporate Functions,Masters,2,Female,3,3,Married,5068,No,3,3,20,2,3,5,3,1,2,L2
23,Travel_Rarely,Delivery,Bachelors,3,Male,3,2,Single,1786,No,4,4,0,2,2,1,1,1,1,L1
33,Travel_Rarely,Delivery,Bachelors,2,Male,2,3,Divorced,3900,No,3,2,14,3,3,5,4,2,5,L2
28,Travel_Rarely,Marketing,Masters,3,Female,1,3,Divorced,2273,Yes,4,2,2,3,1,1,1,1,1,L1
39,Travel_Rarely,Marketing,Doctorate,1,Male,3,3,Single,6242,Yes,4,1,8,0,1,2,2,1,2,L2
29,Travel_Rarely,Product,Bachelors,1,Male,2,2,Single,5734,Yes,5,1,7,3,1,2,1,1,1,L2
45,Travel_Rarely,Sales,Doctorate,2,Male,2,1,Married,10599,No,3,3,21,4,2,5,3,3,3,L3
32,Travel_Rarely,Marketing,Doctorate,1,Female,3,3,Single,2195,Yes,4,2,8,2,3,2,1,1,1,L1
47,Travel_Frequently,Sales,Bachelors,1,Male,4,2,Single,4777,No,3,2,14,2,2,5,3,2,4,L2
18,Travel_Rarely,Marketing,Masters,2,Female,3,2,Single,2025,Yes,3,3,0,3,2,1,1,1,1,L1
30,Travel_Rarely,HR,Diploma,2,Male,3,1,Single,1851,Yes,3,2,4,2,2,1,1,1,1,L1
45,Travel_Rarely,Product,Diploma,2,Female,2,1,Married,12975,Yes,3,3,15,4,1,5,4,2,3,L3
28,Travel_Rarely,Product,Masters,3,Female,2,2,Married,2303,No,5,1,9,2,2,3,3,1,2,L1
38,Travel_Rarely,Corporate Functions,Doctorate,3,Female,2,3,Married,10874,No,3,1,15,2,2,5,4,1,4,L3
36,Travel_Rarely,Sales,Doctorate,1,Female,3,4,Divorced,9979,No,3,1,13,3,2,5,3,1,1,L3
40,Travel_Rarely,Sales,Diploma,1,Female,2,3,Married,10348,No,3,4,14,5,3,5,4,4,2,L3
18,Travel_Rarely,Product,Doctorate,3,Male,2,3,Married,1905,No,3,4,0,0,2,1,1,1,1,L1
33,Travel_Rarely,Sales,Bachelors,1,Male,1,2,Married,6191,No,4,3,9,3,2,3,3,1,2,L2
34,Travel_Rarely,Corporate Functions,Masters,1,Male,3,4,Single,9888,No,4,1,14,3,2,5,3,1,1,L3
36,Travel_Rarely,Delivery,Diploma,2,Male,3,2,Married,5370,No,3,3,17,2,3,5,5,2,4,L2
53,Travel_Rarely,Product,Doctorate,1,Male,3,1,Single,10448,Yes,5,2,15,2,2,1,1,1,1,L3
38,Travel_Rarely,Marketing,Doctorate,4,Female,3,2,Married,4440,No,3,1,15,2,3,5,5,2,3,L2
37,Travel_Rarely,Sales,Doctorate,3,Male,2,4,Single,8924,No,3,2,14,2,2,5,3,3,3,L3
52,Travel_Rarely,Marketing,Doctorate,1,Female,3,2,Married,16266,No,3,3,30,0,2,5,3,4,4,L4
34,Travel_Frequently,Corporate Functions,Bachelors,3,Female,2,3,Married,10325,No,3,2,15,5,2,5,1,2,4,L2
56,Travel_Rarely,Delivery,Doctorate,1,Male,3,4,Single,2587,No,3,4,5,3,3,2,1,1,1,L1
48,Non-Travel,Corporate Functions,Doctorate,1,Male,2,3,Married,17146,No,3,4,21,2,2,5,2,3,2,L4
33,Travel_Rarely,Sales,Doctorate,3,Male,3,3,Married,6137,Yes,5,3,9,2,1,4,1,2,3,L2
48,Travel_Rarely,Sales,Masters,1,Male,3,2,Married,18978,No,3,1,27,4,2,5,2,2,3,L5
38,Travel_Rarely,HR,Bachelors,4,Male,2,4,Divorced,16628,No,3,2,16,2,2,5,4,1,3,L4
34,Travel_Rarely,Corporate Functions,Diploma,3,Female,2,2,Married,10311,No,3,3,15,3,2,5,4,3,1,L2
32,Travel_Rarely,HR,Doctorate,2,Male,3,2,Single,2047,No,3,3,13,6,3,5,4,1,5,L1
39,Travel_Rarely,Corporate Functions,Diploma,2,Male,3,2,Married,4525,No,3,2,15,2,3,5,4,1,5,L1
56,Non-Travel,Sales,Doctorate,3,Male,3,3,Divorced,6306,No,4,1,13,2,2,5,5,1,4,L2
47,Travel_Rarely,Marketing,Doctorate,4,Female,2,3,Divorced,6417,No,3,1,16,3,3,5,2,1,4,L2
48,Travel_Rarely,Sales,Doctorate,4,Male,3,1,Divorced,7979,No,4,4,14,3,3,5,3,3,4,L2
32,Travel_Rarely,Corporate Functions,Bachelors,3,Female,3,4,Married,10422,No,3,3,14,3,3,5,4,2,3,L3
46,Travel_Rarely,Corporate Functions,Diploma,3,Female,3,2,Divorced,5038,Yes,3,2,14,3,4,5,3,1,2,L2
38,Travel_Frequently,Delivery,Diploma,2,Male,2,3,Married,4602,No,3,3,13,2,3,5,3,1,2,L1
22,Travel_Rarely,Delivery,Bachelors,3,Male,2,3,Married,2743,Yes,4,1,1,4,2,1,1,1,1,L1
46,Travel_Rarely,Corporate Functions,Diploma,2,Male,3,3,Divorced,14499,No,3,2,18,3,3,5,4,4,1,L3
33,Travel_Rarely,Product,Doctorate,2,Female,3,3,Married,9760,No,3,2,14,2,3,5,4,4,3,L3
47,Non-Travel,Corporate Functions,Bachelors,3,Female,3,2,Married,11957,No,3,1,14,3,1,5,3,2,5,L3
41,Travel_Frequently,Delivery,Doctorate,3,Female,2,1,Single,13402,Yes,3,3,20,3,2,5,1,3,3,L3
31,Travel_Rarely,Sales,Diploma,1,Female,2,3,Single,2794,Yes,3,2,1,2,1,1,1,1,1,L1
51,Travel_Rarely,HR,Masters,3,Male,3,3,Married,19161,No,3,3,26,2,2,5,4,2,3,L5
30,Travel_Rarely,HR,Bachelors,4,Male,3,2,Married,3748,No,3,3,12,6,2,5,3,1,3,L1
56,Travel_Rarely,Product,Masters,3,Female,3,1,Married,13318,Yes,3,2,34,0,2,5,5,4,3,L4
46,Travel_Rarely,Product,Bachelors,2,Male,1,1,Divorced,10588,Yes,3,2,26,3,3,5,4,3,3,L3
42,Travel_Rarely,Sales,Bachelors,3,Male,2,3,Married,5582,No,3,3,17,1,3,5,4,2,3,L2
36,Travel_Frequently,Delivery,Diploma,3,Male,2,1,Single,10195,Yes,2,3,14,2,2,5,4,3,1,L3
43,Travel_Rarely,Product,Bachelors,1,Male,1,2,Married,4746,No,4,2,14,2,2,2,1,1,1,L2
32,Travel_Rarely,Sales,Bachelors,2,Female,3,1,Divorced,2971,Yes,3,2,7,2,3,2,1,1,1,L1
34,Travel_Rarely,Delivery,Bachelors,3,Female,3,2,Married,4210,No,3,3,14,4,3,5,4,1,3,L2
29,Travel_Rarely,HR,Bachelors,2,Male,2,1,Single,8600,No,5,1,10,2,2,4,3,1,3,L3
29,Travel_Rarely,HR,Bachelors,2,Female,3,1,Divorced,2758,Yes,3,2,6,2,3,2,1,1,1,L1
43,Travel_Rarely,HR,Bachelors,2,Male,2,2,Divorced,9150,No,3,2,16,2,3,5,3,2,4,L2
26,Travel_Rarely,Product,Diploma,4,Female,3,2,Married,2148,Yes,3,3,6,3,3,2,1,1,2,L1
29,Travel_Rarely,Marketing,Bachelors,4,Male,3,3,Single,2401,No,3,3,7,2,3,3,1,3,3,L1
42,Travel_Rarely,Delivery,Doctorate,2,Female,3,2,Single,6528,No,5,3,12,2,3,2,1,1,1,L2
28,Travel_Frequently,Corporate Functions,Diploma,2,Male,2,2,Divorced,2028,No,3,2,5,3,3,2,1,1,1,L1
35,Travel_Rarely,Corporate Functions,Diploma,3,Male,3,2,Married,4027,No,3,3,16,3,2,5,3,1,3,L2
35,Travel_Rarely,Delivery,Diploma,3,Male,2,3,Married,10242,Yes,3,2,13,3,3,5,4,2,4,L3
36,Travel_Rarely,Sales,Doctorate,3,Male,2,1,Married,4266,No,3,2,16,2,3,5,4,1,3,L2
36,Travel_Rarely,HR,Doctorate,4,Male,3,1,Married,8321,Yes,3,4,15,1,3,5,3,2,3,L3
32,Travel_Rarely,Sales,Bachelors,3,Male,2,3,Single,2632,Yes,1,3,9,2,2,4,3,3,3,L1
31,Travel_Rarely,Corporate Functions,Masters,1,Female,2,4,Married,5468,No,3,1,13,3,3,5,3,2,3,L2
37,Travel_Rarely,Marketing,Masters,3,Female,2,2,Single,3314,Yes,4,1,2,1,2,1,1,1,1,L1
36,Travel_Rarely,Sales,Masters,4,Female,2,1,Single,2506,Yes,5,3,9,4,3,2,1,1,1,L1
43,Travel_Frequently,Delivery,Bachelors,2,Male,3,2,Married,2268,No,3,3,16,2,1,5,3,1,5,L1
48,Travel_Rarely,Marketing,Bachelors,2,Male,3,2,Married,16764,No,3,2,25,2,3,5,3,1,2,L4
35,Travel_Rarely,Marketing,Masters,1,Male,2,2,Single,4713,Yes,5,2,11,2,3,4,2,2,3,L2
29,Travel_Rarely,Sales,Masters,1,Male,3,4,Married,4787,Yes,4,2,4,3,4,1,1,1,1,L1
45,Travel_Rarely,Marketing,Masters,2,Female,2,2,Married,7639,No,3,1,24,1,3,5,3,2,4,L2
35,Travel_Rarely,Delivery,Doctorate,2,Male,2,1,Single,10193,No,5,2,15,3,3,3,3,2,1,L3
39,Travel_Rarely,Delivery,Diploma,3,Male,3,3,Married,6422,No,3,3,11,2,3,4,3,2,3,L2
25,Travel_Rarely,Marketing,Masters,1,Male,3,2,Married,2720,Yes,5,3,3,4,3,1,1,1,1,L1
36,Travel_Rarely,HR,Diploma,3,Male,2,3,Single,6531,No,3,1,13,2,2,5,3,2,4,L2
35,Travel_Frequently,Delivery,Masters,3,Male,2,3,Married,10379,No,3,2,16,5,2,5,1,2,4,L3
37,Travel_Rarely,Corporate Functions,Bachelors,3,Male,3,2,Married,4454,No,3,2,13,3,3,5,4,1,3,L1
28,Travel_Rarely,HR,Diploma,2,Female,2,3,Single,2780,Yes,4,2,5,2,2,2,2,1,1,L1
32,Travel_Rarely,Delivery,Masters,3,Male,2,2,Single,9907,Yes,5,3,7,3,2,1,1,1,1,L2
31,Travel_Rarely,HR,Masters,2,Male,2,2,Married,9895,No,4,3,7,3,2,1,1,1,1,L2
27,Travel_Rarely,HR,Bachelors,3,Male,3,2,Divorced,4173,Yes,5,3,5,3,2,1,1,1,1,L1
32,Travel_Rarely,Marketing,Masters,3,Male,2,2,Single,6182,No,3,3,13,3,2,5,5,2,3,L2
41,Travel_Rarely,HR,Diploma,4,Female,3,3,Single,5114,No,4,1,10,3,2,1,1,1,1,L2
29,Travel_Frequently,Sales,Bachelors,1,Male,1,2,Married,2695,Yes,5,2,3,2,3,1,1,1,1,L1
29,Travel_Frequently,HR,Diploma,2,Male,2,1,Married,2350,No,3,3,1,1,2,1,1,1,1,L1
38,Travel_Rarely,Delivery,Doctorate,4,Male,3,2,Married,4441,No,3,1,15,2,3,5,5,2,3,L2
43,Travel_Frequently,Product,Doctorate,3,Male,3,3,Single,3046,Yes,4,4,15,0,1,1,1,1,1,L1
50,Non-Travel,Product,Diploma,2,Female,2,2,Married,7520,No,3,1,27,2,3,5,3,2,4,L3
34,Non-Travel,Corporate Functions,Masters,3,Male,3,2,Married,10663,No,3,3,14,5,3,5,3,1,3,L3
41,Travel_Rarely,Corporate Functions,Doctorate,2,Female,3,1,Married,13390,No,3,2,18,3,3,5,3,2,3,L3
56,Travel_Rarely,Sales,Diploma,4,Male,3,3,Married,2339,No,4,4,14,4,1,4,4,4,3,L1
46,Travel_Rarely,Corporate Functions,Diploma,2,Male,3,3,Single,18836,No,3,4,26,2,2,5,2,2,3,L5
50,Travel_Frequently,Delivery,Doctorate,2,Male,3,3,Divorced,6728,No,5,4,12,3,3,3,2,1,1,L2
32,Travel_Rarely,Marketing,Doctorate,3,Male,1,2,Married,10007,No,5,3,8,2,2,2,2,2,2,L2
42,Travel_Rarely,Product,Doctorate,3,Female,3,3,Single,2484,Yes,5,2,15,2,3,3,2,2,2,L1
49,Travel_Rarely,Marketing,Doctorate,1,Female,2,3,Married,15824,No,3,2,26,2,2,5,2,2,4,L4
35,Travel_Frequently,Delivery,Doctorate,3,Male,2,3,Married,5434,No,3,2,15,3,3,5,3,2,4,L2
35,Travel_Rarely,HR,Bachelors,3,Female,2,2,Married,10031,No,3,2,14,2,3,5,4,3,3,L3
46,Travel_Rarely,Product,Bachelors,3,Female,2,3,Divorced,13645,Yes,3,2,26,2,3,5,4,3,4,L4
36,Travel_Rarely,Product,Masters,3,Male,2,3,Married,6033,No,3,3,15,1,3,5,4,2,3,L2
41,Travel_Rarely,Marketing,Diploma,1,Female,2,3,Divorced,4097,No,3,2,15,4,1,5,2,1,2,L2
40,Travel_Rarely,Delivery,Diploma,2,Male,2,2,Married,5065,No,3,3,9,4,2,2,2,2,1,L2
39,Travel_Rarely,Corporate Functions,Bachelors,3,Male,2,4,Divorced,9821,No,3,3,16,2,3,5,2,3,4,L3
35,Travel_Rarely,Marketing,Doctorate,3,Male,2,4,Single,8889,No,3,2,13,2,2,5,3,3,3,L3
39,Travel_Rarely,Corporate Functions,Bachelors,1,Male,2,1,Married,2141,No,5,1,4,1,1,1,1,1,1,L1
33,Travel_Rarely,Delivery,Bachelors,2,Male,4,2,Married,9819,No,3,2,13,2,2,5,4,2,3,L3
40,Travel_Rarely,Delivery,Bachelors,3,Female,2,2,Married,17633,No,3,3,21,2,2,5,4,2,4,L4
35,Travel_Rarely,HR,Masters,1,Male,3,1,Single,4630,Yes,3,3,16,2,2,5,3,2,5,L2
34,Travel_Rarely,Product,Diploma,4,Female,1,1,Married,4760,No,3,3,14,2,2,5,3,2,4,L2
39,Travel_Rarely,HR,Diploma,3,Female,2,3,Divorced,5396,No,3,2,16,2,3,5,2,1,3,L2
21,Travel_Rarely,Product,Masters,2,Male,2,2,Married,2725,Yes,4,2,1,3,3,1,1,1,1,L1
45,Travel_Rarely,Corporate Functions,Doctorate,3,Male,3,3,Married,17704,No,3,2,26,3,3,5,2,2,1,L4
26,Travel_Frequently,HR,Masters,1,Male,2,2,Married,2376,Yes,5,3,4,2,2,2,1,1,1,L1
50,Travel_Rarely,HR,Masters,3,Female,3,2,Single,2344,Yes,3,1,5,3,3,1,1,1,1,L1
41,Travel_Rarely,Sales,Masters,4,Female,3,1,Married,9222,Yes,5,2,11,2,3,3,3,2,3,L2
33,Travel_Rarely,Marketing,Diploma,4,Female,3,1,Married,2659,No,5,2,6,3,2,1,1,1,1,L1
32,Travel_Rarely,Sales,Masters,2,Female,3,3,Married,9715,No,3,2,14,2,3,5,4,4,2,L3
47,Travel_Frequently,Marketing,Masters,1,Female,2,3,Single,6685,Yes,4,1,16,3,3,2,2,1,2,L2
41,Travel_Frequently,Sales,Bachelors,3,Male,3,3,Single,2966,Yes,5,4,16,0,1,1,1,1,1,L1
40,Travel_Rarely,Sales,Diploma,2,Male,3,2,Single,5217,Yes,3,2,5,4,2,1,1,1,1,L2
30,Travel_Rarely,Marketing,Diploma,2,Female,2,1,Married,8823,No,5,1,11,1,2,4,3,1,4,L3
33,Travel_Rarely,Product,Masters,2,Female,3,1,Married,11454,No,3,4,13,2,3,5,2,2,3,L3
46,Travel_Frequently,Delivery,Masters,3,Male,2,2,Divorced,14130,No,3,3,26,3,2,5,1,3,3,L4
34,Travel_Rarely,HR,Masters,3,Male,2,3,Married,10403,No,3,2,15,6,2,5,1,2,4,L3
37,Travel_Rarely,Sales,Doctorate,3,Female,3,2,Single,4446,No,3,1,16,2,2,5,5,2,3,L2
45,Travel_Rarely,HR,Doctorate,2,Female,3,3,Married,16520,No,3,2,24,2,2,5,3,1,1,L4
47,Travel_Rarely,Product,Doctorate,1,Male,3,2,Divorced,18908,No,3,1,26,4,2,5,2,2,3,L5
29,Travel_Rarely,HR,Bachelors,2,Male,3,1,Single,1680,No,5,4,1,3,3,1,1,1,1,L1
23,Travel_Rarely,Product,Bachelors,3,Male,2,1,Single,1652,No,4,2,1,3,3,1,1,1,1,L1
34,Travel_Rarely,HR,Masters,2,Male,3,1,Divorced,5256,No,3,3,15,2,3,5,5,1,4,L2
43,Travel_Rarely,Sales,Masters,1,Male,2,3,Married,4216,Yes,3,1,15,2,1,5,2,1,2,L1
37,Travel_Rarely,Marketing,Doctorate,1,Male,2,2,Divorced,8830,No,3,3,12,5,2,5,3,2,3,L3
43,Travel_Frequently,Corporate Functions,Masters,3,Male,2,3,Married,2437,Yes,5,4,6,4,3,1,1,1,1,L1
24,Travel_Frequently,Sales,Masters,2,Female,3,1,Married,2018,Yes,4,3,1,5,2,1,1,1,1,L1
40,Travel_Rarely,Corporate Functions,Diploma,3,Male,2,2,Divorced,10301,No,3,2,21,2,3,5,3,4,3,L3
45,Travel_Rarely,Corporate Functions,Bachelors,1,Male,1,3,Married,10453,No,4,3,15,2,2,2,1,1,1,L2
36,Travel_Rarely,Sales,Diploma,3,Female,2,2,Married,2169,No,3,3,12,2,3,5,3,1,2,L1
35,Travel_Rarely,Marketing,Masters,3,Male,2,3,Married,10394,No,3,2,16,5,2,5,1,2,4,L3
30,Travel_Rarely,HR,Doctorate,2,Male,2,1,Married,9787,No,5,3,10,4,3,4,3,2,3,L2
32,Travel_Rarely,Corporate Functions,Masters,3,Female,2,2,Married,10109,No,3,3,13,3,2,5,3,2,2,L2
32,Travel_Rarely,Marketing,Masters,2,Female,3,2,Married,11733,No,3,4,13,2,3,5,3,1,3,L3
19,Travel_Rarely,Corporate Functions,Diploma,1,Female,2,3,Single,2574,Yes,4,2,1,2,3,1,1,1,1,L1
47,Travel_Rarely,Product,Bachelors,3,Male,2,3,Single,4929,No,4,3,5,3,3,1,1,1,1,L2
25,Travel_Rarely,Sales,Bachelors,4,Male,3,2,Single,2410,No,5,3,6,2,3,3,1,2,2,L1
38,Travel_Rarely,Marketing,Bachelors,3,Male,2,4,Married,9780,Yes,1,1,14,5,3,5,3,2,3,L3
33,Travel_Rarely,Marketing,Masters,3,Male,3,2,Married,3990,No,3,3,14,3,3,5,5,1,3,L1
39,Travel_Rarely,HR,Diploma,1,Male,3,2,Single,9153,No,5,1,16,2,3,2,2,1,2,L2
43,Travel_Rarely,Sales,Doctorate,3,Female,2,1,Married,13078,Yes,3,2,15,3,2,5,4,2,4,L3
34,Travel_Rarely,Sales,Masters,2,Female,3,3,Divorced,9747,No,3,4,15,2,2,5,1,1,3,L2
47,Travel_Rarely,Sales,Diploma,1,Male,3,2,Married,18944,No,3,1,26,4,2,5,2,2,3,L5
28,Travel_Rarely,Delivery,Doctorate,3,Male,2,3,Divorced,2060,Yes,3,3,6,1,2,2,1,1,2,L1
37,Travel_Rarely,Corporate Functions,Diploma,3,Female,2,3,Married,5968,No,3,3,16,1,3,5,4,2,3,L2
34,Travel_Frequently,Product,Doctorate,3,Female,2,3,Divorced,2650,Yes,3,3,3,2,3,1,1,1,1,L1
48,Travel_Rarely,HR,Bachelors,4,Female,3,2,Married,17300,No,3,2,24,2,2,5,3,4,3,L4
53,Travel_Rarely,Product,Masters,2,Male,3,3,Divorced,14816,No,3,3,24,3,4,5,4,4,1,L4
35,Travel_Rarely,Corporate Functions,Diploma,4,Male,1,4,Married,5396,No,3,1,13,3,2,5,4,3,3,L2
50,Travel_Rarely,Corporate Functions,Masters,2,Male,3,3,Married,17278,No,3,3,32,5,3,5,4,2,3,L4
35,Travel_Rarely,Marketing,Bachelors,2,Male,3,1,Married,5172,No,3,4,14,2,3,5,5,1,4,L2
24,Travel_Rarely,Delivery,Masters,3,Male,2,2,Married,2210,Yes,4,1,2,3,1,1,1,1,1,L1
45,Travel_Rarely,HR,Diploma,4,Male,3,1,Single,8161,No,3,3,15,2,3,5,3,2,4,L2
38,Travel_Rarely,Marketing,Diploma,3,Male,3,4,Married,2099,Yes,4,3,17,5,3,1,1,1,1,L1
26,Travel_Frequently,HR,Diploma,1,Male,3,3,Divorced,2297,Yes,5,3,2,0,2,1,1,1,1,L1
29,Travel_Rarely,Corporate Functions,Doctorate,2,Female,2,1,Married,2385,Yes,3,3,1,1,2,1,1,1,1,L1
33,Travel_Rarely,Delivery,Doctorate,2,Male,3,3,Married,6292,No,3,1,14,2,2,5,3,1,4,L2
38,Travel_Rarely,HR,Doctorate,2,Male,1,3,Single,2720,Yes,3,2,9,1,2,2,2,1,1,L1
26,Travel_Frequently,Delivery,Doctorate,2,Male,1,2,Single,1852,No,5,2,1,4,3,1,1,1,1,L1
27,Travel_Rarely,Product,Diploma,1,Male,2,2,Divorced,2740,No,5,1,2,2,2,1,1,1,1,L1
35,Travel_Frequently,Delivery,Diploma,3,Female,2,3,Divorced,10364,No,3,2,15,5,2,5,1,2,4,L2
